S083	Spec Ed/Learng Dis	Y
S084	Spec Ed/Mental Ret	Y
S085	Spec Educ/Deaf	Y
S086	Spec Educ/Elem	Y
S087	Spec Educ/Emot Dis	Y
S088	Spec Educ/Exc Child	Y
S089	Spec Educ/LD	Y
S090	Spec Educ/Mental Ret	Y
S091	Spec Educ/Mild Mod	Y
S092	Spec Educ/MultiH	Y
S093	Special Education	Y
S094	Speech	Y
S095	Speech & Theatre	Y
S096	Speech Education	Y
S097	Speech Lang Path	Y
S098	Speech Lang Path Educ	Y
S099	Speech/Theatre	Y
S100	SPMD/Athletic Train	Y
S101	Sports Admin/Mgmt	Y
S103	Sports Med/Exercise Sci	Y
S104	Statistics	Y
S105	Student Personnel/Guidance	Y
S106	Studio Art	Y
S108	Surveying Tech	Y
S109	Swedish	Y
S110	Systems Management	Y
T002	Teach, Learning, Leader	Y
T003	Teacher Education	Y
T005	Teaching/English	Y
T006	Teaching/ESL	Y
T007	Teaching/Social Studies	Y
T009	Technical Education	Y
T010	Technical Illustration	Y
T011	Technology	Y
T012	Technology & Military Sci	Y
T014	Telecomm Tech	Y
T015	Telecommunication	Y
T016	Television	Y
T018	Textile Tech	Y
T019	Theatre	Y
T021	Theatre/History	Y
T022	Theology	Y
T023	Therapeutic Recreation	Y
T025	Tourism	Y
T026	Trade and Indust Educ	Y
T028	Tran Traffic Mgmt	Y
T029	Transportation	Y
T030	Travel and Tourism	Y
U001	University Parallel	Y
U003	Unknown	Y
V001	Veterinary Medicine	Y
V002	Veterinary Tech	Y
V004	Visual Arts/Studio	Y
V005	Visual Communications	Y
V006	Vocal	Y
W001	Wellness	Y
W002	Western Lang and lit	Y
W004	Wildlife Conserv Mgmt	Y
W005	Wildlife Ecology	Y
W007	Wildlife/Fisheries Ecology	Y
W008	Word Processing	Y
W009	Workforce Educ/Develop	Y
W010	World Lang/Cultures Educ	Y
W012	Writing/English	Y
W013	Writing/Lit	Y
4644	Music-Minor		Y
01IA	Counseling_I	Y
M081	Multidisciplinary Studies	Y
E084	Elementary & Secondary Educ	Y
4453	Media Studies	Y	Y
02IA	Music-Instrumental_I	Y
1104	Business (non-Business majors)		Y
06IA	Business Administration_I	Y
07IA	Psychology_I			Y
9817	SOWK Child Welfare			Y
A061	Administrative Leadership	Y
8087	Environmental Management Minor		Y
6140	Counseling, MS	Y
03IA	College Teaching_I	Y
04IA	Behavioral Sciences_I			Y
A062	Admin Office Tech Executive	Y
10IA	Jr College Teaching_I	Y
P095	Physical Therapist Asst	Y
09IA	Spec Ed-Spch Hrng Ed_I	Y
11IA	Student Personnel Serv_I			Y
1106	BADM Global Sourcing_I			Y
1107	BADM Healthcare Mgmt			Y
1954	HTM General_I			Y
7093	PPH-NURS-Nursing			Y
C101	Construction Administration	Y
0001	Continuing Education Only	Y
E086	Early Care Educ Admin	Y
R018	Rehabilitation Services	Y
E087	Emergency Responder Admin	Y
M082	Museum Studies	Y
A064	Addiction Studies	Y
18IA	Marketing_I	Y
B044	Biological Clinical Science	Y
3227	ELED Certification			Y
3228	ELED Non-certification			Y
3196	ECED Certification			Y
3197	ECED Non-certification			Y
6874	SPED Certification			Y
6878	SPED Non-certification			Y
4258	Creative Writing	Y	Y
7095	Prehealth		Y
5345	Coaching		Y
L028	Legal Studies	Y
F045	Family Nurse Practioner	Y
6880	Spec Educ-Autism Spectrum Dis	Y
8420	Nutritional Sciences	Y	Y
8421	NUTR Dietetics			Y
8422	NUTR Allied Health			Y
N016	Networking	Y
A065	Aircraft Struct Mtnc Tech	Y
E090	Electronics Systems Technology	Y
L030	Leadership Studies	Y
G024	Gaming	Y
T031	Tribal Services	Y
M083	Meat Proc Food Safety	Y
D028	Diagnostic Medical Sonography	Y
22IA	Journalism_I	Y
23IA	Education_I	Y
24IA	Chemistry Educ_I	Y
25IA	Music_I	Y		Y
I048	Info & Comm Engineering	Y
P098	Petroleum Technology	Y
I049	Intelligence Op Studies	Y
S113	Screen Printing Tech	Y
G025	Graphic Comm Tech	Y
C106	Ceramics	Y
0977	Non-degree Seeking	Y
9715	Cyber Security	Y	Y
9709	Legal Studies	Y	Y
9711	Homeland Security_I	Y	Y
4951	Drama	Y	Y
L031	Liberal Arts & Sciences	Y
P099	Pre-Medical Imaging	Y
319A	ECED Early Care - ASL_I			Y
319B	ECED Early Care - CHCS_I			Y
319C	ECED Early Care - ETHST_I			Y
